rawQuestionId,content,postId,score
"17020","If you want a classic setup, I'd go for a 50GB "/" partition, for all your application goodness, and split the rest across users, or a full 950GB for a single user. Endless diskspace galore!","17036","2"
"6812","Running Debian, I had the same issue. What I did is run xev and see what keycode those keys return. Microsoft likes to break standards a little, so some of the multimedia keys just won't work. But the ones that do will return a keycode. Then write a script with xmodmap to map those keys properly. The Gentoo Wiki has excellent documentation on how to do these things. I put my xmodmap script in ~/.kde/Autostart/ because I use kde, but you could just as easily put it in your home folder and have your .bashrc or .profile source it. Once you've mapped the keycodes, you can assign those keys to specific actions in your desktop environment.","20687","1"
"1005","A quick Google seems to give this advice: Don't try to edit if it's read-only. You might be able to change the permissions on the file. (Whether or not it will let you save is up to experimentation.) If you still edited anyway, save to a temporary file and then move it. http://ubuntuforums.org/showthread.php?t=782136","1006","1"
"17020","My standard strategy for normal "utility" boxes is to give them a swap partition twice the size of their RAM, a 1GB /boot partition and leave the rest as one vast partition. Whilst I see why some people want a separate /var, separate /home, etc., if I only have trusted users and I'm not running some production service, I don't think the reasons I've heard to date apply. Instead, I do my best to avoid any resizing, or any partition becoming too small - which is best achieved with one huge partition. As for the size of swap and /boot - if your machine has 4GB memory, you may not want to have double that in swap. It's nonetheless wise to at least have some. Even if you nonetheless have double, you're using a total of 9GB, for 0.9% of your new drive. /boot can be smaller than 1GB, this is just my standard "will not become full, ever" size.","17048","4"
"1005","Ryan's advice is generally good, however, if following step 3, don't move the temporary file; it'll have the wrong ownership and permissions. Instead, sudoedit the correct file and read in the contents (using :r or the like) of the temporary file. If following step 2, use :w! to force the file to be written.","1012","7"
"1005","In general, you can't change the effective user id of the vi process, but you can do this: :w !sudo tee myfile","1065","36"
"15171","personally I prefer /home/username/.bin This way the bin folder is hidden but you can still add it to the PATH and execute all scripts with the x-bit inside. I like my home directory to be clean (at first glance) with very few folders.","15476","2"
"14032","I'd definitely recommend Gliffy.com for simple ER diagrams; it's an online flash-based tool. I wrote a small review of it a week ago.","20999","5"
"78157","Here is some information about tuning pdflush for write-heavy operations.","83438","3"
"14911","Have you investigated PHP's documentation ? There's also PHP FAQ with a few different links. PHP primarily supports PDFlib .","15499","0"
"7260","For windows this is a good introduction and guide Here are some good ssh-agents for systems other than linux. Windows - pageant OS X - SSHKeychain","7481","5"
"24648","I haven't tried it myself, but you can go to Linux From Scratch and start building your own Linux distribution. Sounds like something that'll take a junkload of time, but will result in an intimate knowledge of the guts of the Linux kernel and how each part works. Of course, you can supplement this learning by following any of the other tips here.","25082","0"
"24648","Noting the lack of BSDs here, I figured I'd chip in: The Design and Implementation of the FreeBSD Operating System (dead-tree book) Unix and BSD Courses (courses and videos) FreeBSD Architecture Handbook (online book) I haven't taken any of the courses myself, but I've heard Marshall Kirk McKusick speak on other occasions, and he is really good at what he does. And of course the BSD man pages, which are an excellent resource as they are maintained to a far greater extent than your average Linux man-page. Take for instance the uvm(9) man-page, describing the virtual memory interface in OpenBSD. Not quite related, but I'll also recommend the video History of the Berkeley Software Distributions as it gives a nice introduction to the BSD parts of the UNIX history and culture as well as plenty of hilarious anectodes from back when.","25105","5"
"83899","Use the video4linux library. I've used it with a c++ program and was able to capture webcam frames within about an hour. (Very easy to use and setup)","83906","5"
"83899","There's the cheese gnome application. Really simple to use. Not too much features, just video capture.","83926","1"
"78157","Well obvious first, have you tried explicitly telling the file to flush? I also think there might be some ioctl you can use to do it, but I honestly haven't done much C/POSIX file programming. Seeing you're on a Linux kernel you should be able to tune and rebuild the kernel to something that suits your needs better, eg. much more frequent but then also smaller flushes to the permanent storage. A quick check in my man pages finds this: SYNC(2) Linux Programmer’s Manual SYNC(2) NAME sync - commit buffer cache to disk SYNOPSIS #include <unistd.h> void sync(void); Feature Test Macro Requirements for glibc (see feature_test_macros(7)): sync(): _BSD_SOURCE || _XOPEN_SOURCE >= 500 DESCRIPTION sync() first commits inodes to buffers, and then buffers to disk. ERRORS This function is always successful.","78200","0"
"37851","G'day, Have a look in /etc/init.d for something similar and use that as a basis. See also crontab, or maybe at, to run on a regular basis. cheers, Rob","37861","1"
"23715","Your best bet would be putting Apache httpd in front of port 80 and relay requests meant for other servers through Apache by using modules. Most popular scenario would be Tomcat behind Apache where you'll be able to run both php and jsp applications. I'm not familiar with CherryPy, so I can only suggest you look for an Apache module for CherryPy. Edit: This looks promising: http://tools.cherrypy.org/wiki/BehindApache","23718","0"
"23715","Alternatively, to Ishmaeel's correct answer, if you have a server with 2 network cards, you could have each server answer requests on different IP addresses.","23723","0"
"23715","You can't have two processes bound to the same port on the same IP address. You can add another IP address to the box and have each server listen on one. Another option is to proxy pass one server to the other. With Apache, you could do something like: NameVirtualHost * ServerName other.site.com # assumes CherryPy listens on port 8080 ProxyPass / http://127.0.0.1:8080/ ProxyPassReverse / http://127.0.0.1:8080/ That's a pretty quick example, but you can always check the ProxyPass documentation . Remember though, the application being proxyed to will get 127.0.0.1 in it's logs instead of the requester's IP address. Some web servers (apache does with mod_rpaf ) can substitute the X-Forwarded-For header in place of the wrong IP address. Possibly CherryPy has this?","23732","7"
"83899","There are "sealed" camera solutions out there with mini-webservers and an ethernet port on the back. Just plug it in to the network, set its IP, and open up a browser... in linux or wherever If you want to capture in linux, I once had a cheap webcam capturing single frames in a perl script, which could have been modified for real time - though that was about 10 years ago. Anyway, its possible :-/","86133","2"
"78157","Has a debugging aid, you could use strace to see what operations is taking time. There might be some surprising thing with the FAT/FAT32. Do you write into a single file, or in multiple file ? You can make a reading thread, that will maintain a pool of video buffer ready to be written in a queue. When a frame is received, it is added to the queue, and the writing thread is signaled Shared data empty_buffer_queue ready_buffer_queue video_data_ready_semaphore Reading thread : buf=get_buffer() bufer_to_write = buf_dequeue(empty_buffer_queue) memcpy(bufer_to_write, buf) buf_enqueue(bufer_to_write, ready_buffer_queue) sem_post(video_data_ready_semaphore) Writing thread sem_wait(vido_data_ready_semaphore) bufer_to_write = buf_dequeue(ready_buffer_queue) write_buffer buf_enqueue(bufer_to_write, empty_buffer_queue) If your writing threaded is blocked waiting for the kernel, this could work. However, if you are blocked inside the kerne space, then thereis nothing much you can do, except looking for a more recent kernel than your 2.6.10","84160","1"
"78157","Without knowing more about your particular circumstances, I can only offer the following guesses: Try using fsync()/sync() to force the kernel to flush data to the storage device more frequently. It sounds like the kernel buffers all your writes and then ties up the bus or otherwise stalls your system while performing the actual write. With careful calls to fsync() you can try to schedule writes over the system bus in a more fine grained way. It might make sense to structure the application in such a way that the encoding/capture (you didn't mention video capture, so I'm making an assumption here - you might want to add more information) task runs in its own thread and buffers its output in userland - then, a second thread can handle writing to the device. This will give you a smoothing buffer to allow the encoder to always finish its writes without blocking. One thing that sounds suspicious is that you only see this problem at a certain data rate - if this really was a buffering issue, I'd expect the problem to happen less frequently at lower data rates, but I'd still expect to see this issue. In any case, more information might prove useful. What's your system's architecture? (In very general terms.) Given the additional information you provided, it sounds like the device's throughput is rather poor for small writes and frequent flushes. If you're sure that for larger writes you can get sufficient throughput (and I'm not sure that's the case, but the file system might be doing something stupid, like updating the FAT after every write) then having an encoding thread piping data to a writing thread with sufficient buffering in the writing thread to avoid stalls. I've used shared memory ring buffers in the past to implement this kind of scheme, but any IPC mechanism that would allow the writer to write to the I/O process without stalling unless the buffer is full should do the trick.","78231","1"
"37851","Try Supervise, which is what qmail uses to keep track of it's services/startup applications: http://cr.yp.to/daemontools/supervise.html","37884","1"
"15171","For whom it interests, the Filesystem Hierarchy Standard (FHS) is a standards document and still a very good read. I describes the foundation for almost any Linux distribution and is officially endorsed e.g. by Debian and the Linux Standards Base (LSB). You won't find any positive answer for that question, though, since ... it's not defined ;-). Only thing I can say: Don't put in /bin (neither in /usr/bin). /usr/local/scripts is unusual as well. $HOME/bin seems to be an acceptable place, iff the script is only used by this single user.","35327","8"
"78157","Sounds like you're looking for linux realtime filesystems. Be sure to search Google et al for that. XFS has a realtime option, though I haven't played with it. hdparm might let you turn off the caching altogether. Tuning the filesystem options (turn off all the extra unneeded file attributes) might reduce what you need to flush, thus speeding the flush. I doubt that'd help much, though. But my suggestion would be to avoid using the stick as a filesystem at all and instead use it as a raw device. Stuff data on it like you would using 'dd'. Then elsewhere read that raw data and write it out after baking. Of course, I don't know if that's an option for you.","78281","2"
"78157","I'll throw out some suggestions, advice is cheap. make sure you are using a lower level API for writing to the disk, don't use user-mode caching functions like fopen, fread, fwrite use the lower level functions open, read, write . pass the O_SYNC flag when you open the file, this will cause each write operation to block until written to disk, which will remove the bursty behavior of your writes...with the expense of each write being slower. If you are doing reads/ioctls from a device to grab a chunk of video data, you may want to consider allocating a shared memory region between the application and kernel, otherwise you are getting hit with a bunch of copy_to_user calls when transferring video data buffers from kernel space to user space. You may need to validate that your USB flash device is fast enough with sustained transfers to write the data. Just a couple thoughts, hope this helps.","78284","5"
"14032","Look at Oracle JDeveloper (freeware). It is pure Java, so it will run on any platform. It will work against any database that you can connect to via JDBC. It builds database diagrams (and lots of other diagrams - it happens to be a complete Java IDE). It works with a concept of "offline database objects" stored in XML files. So if you have existing database objects, you start by capturing them into JDeveloper and then build your diagram. If you make changes to your offline objects, you can "reconcile" them back into your database, either as new objects (DROP-REPLACE) or as modifications (ALTER). Download at http://www.oracle.com/technology/software/products/jdev/index.html","65587","2"
"5078","If you're going to do this, spend a bit of money and at the least buy a dedicated router/firewall with a separate DMZ port. You'll want to firewall off your internal network from your server so that when (not if!) your web server is compromised, your internal network isn't immediately vulnerable as well.","12845","1"
"5078","Bit-Tech.Net ran a couple of articles on how to setup a home server using linux. Here are the links: Article 1 Article 2 Hope those are of some help.","12856","2"
"76700","Use < > | tee < > for piping a command < > into a file < > . This will also show the output.","78515","2"
"2898","You can try Emacs with ruby-mode, Rinari (for Rails) and yasnippet which provides automatic snippets like Textmate.","4098","0"
"14032","As a stop gap, I've installed DBDesigner via Wine (I should have just done that first) since that's what my Windows developers are using, but will look at both of these as well. The Eclipse plugin would be ideal if it's decent. Thanks.","14598","0"
"22106","see this For a pseudo terminal pair such as ptyp3 and ttyp3, the pty... is the master or controlling terminal and the tty... is the slave. There are only 16 ttyp's: ttyp0-ttypf (f is a hexadecimal digit). To get more pairs, the 3 letters q, r, s may be used instead of p . For example the pair ttys8, ptys8 is a pseudo terminal pair. The master and slave are really the same "port" but the slave is used by the application program and the master is used by a network program (or the like) which supplies (and gets) data to/from the slave port.","22113","1"
"22106","And this: http://lists.opensuse.org/archive/opensuse/2003-12/msg02404.html","22118","0"
"22106","In the Linux devices.txt file in the kernel docs it says: 3 char Pseudo-TTY slaves 0 = /dev/ttyp0 First PTY slave 1 = /dev/ttyp1 Second PTY slave ... 255 = /dev/ttyef 256th PTY slave These are the old-style (BSD) PTY devices; Unix98 devices are on major 136 and above. and goes on to say 4 char TTY devices 0 = /dev/tty0 Current virtual console 1 = /dev/tty1 First virtual console ... 63 = /dev/tty63 63rd virtual console 64 = /dev/ttyS0 First UART serial port ... 255 = /dev/ttyS191 192nd UART serial port UART serial ports refer to 8250/16450/16550 series devices. Older versions of the Linux kernel used this major number for BSD PTY devices. As of Linux 2.1.115, this is no longer supported. Use major numbers 2 and 3. I don't know how much this helps you, but should get you started in the right direction.","22124","0"
"78157","Doing your own flush()ing sounds right to me - you want to be in control, not leave it to the vagaries of the generic buffer layer. This may be obvious, but make sure you're not calling write() too often - make sure every write() has enough data to be written to make the syscall overhead worth it. Also, in the other direction, don't call it too seldom, or it'll block for long enough to cause a problem. On a more difficult-to-reimplement track, have you tried switching to asynchronous i/o? Using aio you could fire off a write and hand it one set of buffers while you're sucking video data into the other set, and when the write finishes you switch sets of buffers.","85358","0"
"1005","% is replaced with the current file name, thus you can use: :w !sudo tee % ( vim will detect that the file has been changed and ask whether you want to it to be reloaded. Say yes by choosing [L] rather than OK.) As a shortcut, you can define your own command. Put the following in your .vimrc : command W w !sudo tee % >/dev/null With the above you can type :W to save the file. Since I wrote this, I have found a nicer way (in my opinion) to do this: cmap w!! w !sudo tee >/dev/null % This way you can type :w!! and it will be expanded to the full command line, leaving the cursor at the end, so you can replace the % with a file name of your own, if you like.","37042","310"
"45252","i am thinking to run multiple application similar to ypops .","48197","0"
"18265","Dereks solution is probably the best, but here's an alternative anyway: Recent Linux kernel version allow you to pipe core dumps to a script or program. You could write a script to catch the core dump, collect any extra information you need and mail everything back. This is a global setting though, so it'd apply to any crashing program on the system. It will also require root rights to set up. It can be configured through the /proc/sys/kernel/core_pattern file. Set that to something like ' | /home/myuser/bin/my-core-handler-script'. The Ubuntu people use this feature as well.","24039","2"
"2898","I like the versatility of jEdit ( http://www.jedit.org ), its got a lot of plugins, crossplatform and has also stuff like block selection which I use all the time. The downside is, because it is written in java, it is not the fastest one.","8815","9"
"15211","I would recommend SVN Access: http://www.jaj.com/projects/svnaccess/ or http://freshmeat.net/projects/svnaccess/ I have used it as is, and have modified it for an enterprise-wide solution at my day job.","85541","4"
"45252","nginx is great but if you don't fancy a whole new web server, apache 2.2 with mod proxy balancer will do the same job","48219","0"
"15816","As far as I know there's no way to change the client's resolution just using VNC, as it is just a "monitor mirroring" application. TightVNC however (which is a VNC client and server application) can resize the screen on the client side, i.e. making everything a little smaller (similar to image resizing techniques in graphics programs). That should work if you don't use too small font sizes. VNC should theoretically be compatible between different VNC applications.","15824","0"
"48235","Read this article on Chrome and Open Source on Linux: http://arstechnica.com/journals/linux.ars/2008/09/02/google-unveils-chrome-source-code-and-linux-port The Google V8 JavaScript Engine is also open source and available here if you want to contribute; http://code.google.com/p/v8/ If you want to contribute on Chronium, here are the instructions: http://dev.chromium.org/developers/contributing-code Chromium is an open-source browser project that aims to build a safer, faster, and more stable way for all Internet users to experience the web. This site contains design documents, architecture overviews, testing information, and more to help you learn to build and work with the Chromium source code. Here is how you can get started: http://dev.chromium.org/developers/how-tos/getting-started EDIT: Two more questions was added to the original question. Building on Linux requires the following software: Subversion >= 1.4 pkg-config >= 0.20 Python >= 2.4 Perl >= 5.x gcc/g++ >= 4.2 bison >= 2.3 flex >= 2.5.34 gperf >= 3.0.3 libnss3-dev >= 3.12 On Ubuntu 8.04, you can fetch all of the above as follows: $ sudo apt-get install subversion pkg-config python perl g++ bison flex gperf libnss3-dev Note : There is no working Chromium-based browser on Linux. Although many Chromium submodules build under Linux and a few unit tests pass, all that runs is a command-line "all tests pass" executable.","48236","5"
"2898","TextMate is a great editor, and there is a way to replicate some of the functionality in GEdit. Check the article out here: http://rubymm.blogspot.com/2007/08/make-gedit-behave-roughly-like-textmate.html to modify GEdit to behave like TextMate.","10416","0"
"15816","I think that depends on your window manager. I'm a windows user, so this might be a wrong guess, but: Isn't there something called X-Server running on linux machines - at least on ones that might be interesting targets for VNC - that you can connect to with "X-Clients"? VNC just takes everything that's on the screen and "tunnels it through your network". If I'm not totally wrong then the "X" protocol should give you the chance to use your client's desktop resolution. Give X-Server on Wikipedia a try, that might give you a rough overview.","15865","-3"
"75340","I would recomment to shell out call to "xsltproc", which comes with the libxslt libraries in linux and does the work. Or if you are using JRuby by any chance, then you have several xslt parsers for java that you can really really easily use from your ruby program.","81045","1"
"9279","You can also use Fetch as an SFTP client, and then edit files directly on the server from within that. There are also SSHFS (mount an ssh folder as a Volume) options. This is in line with what stimms said - are you sure you want stuff kept in sync, or just want to edit files on the server? OS X has it's own file notifications system - this is what Spotlight is based upon. I haven't heard of any program that uses this to then keep things in sync, but it's certainly conceivable. I personally use RCS for this type of thing:- whilst it's got a manual aspect, it's unlikely I want to push something to even the test server from my dev machine without testing it first. And if I am working on a development server, then I use one of the options given above.","14718","0"
"83899","openCV will allow you to capture individual frames from a camera and save to disk. If you need to then manipulate these to create a video, I would suggest netpbm, a pretty powerful set of command line tools you can use with some shell scripting to make a video or do whatever it is you need.","89364","1"
"15816","I think your best best is to run the VNC server with a different geometry on a different port. I would try based on the man page $vncserver :0 -geometry 1600x1200 $vncserver :1 -geometry 1440x900 Then you can connect from work to one port and from home to another. Edit: Then use xmove to move windows between the two x-servers.","15926","26"
"8940","I believe you can set the desired solution up by rerunning the vmware configuration script. And doing a custom network setup, so that both NIC's are mapped to your vmware instance. I would recommend making eth0 the 2nd NIC since it will be easier for Linux to use by default. Then make eth1 the 1st NIC.","8996","2"
"15816","I'm not sure about linux, but under windows, tightvnc will detect and adapt to resolution changes on the server. So you should be able to VNC into the workstation, do the equivalent of right-click on desktop, properties, set resolution to whatever, and have your client vnc window resize itself accordingly.","15952","1"
"74993","I typically watch top and tail -f /var/log/auth.log .","75020","-1"
"7260","If you have SSH installed, you should be able to run.. ssh-keygen Then go through the steps, you'll have two files, id_rsa and id_rsa.pub (the first is your private key, the second is your public key - the one you copy to remote machines) Then, connect to the remote machine you want to login to, to the file ~/.ssh/authorized_keys add the contents of your that id_rsa.pub file. Oh, and chmod 600 all the id_rsa* files (both locally and remote), so no other users can read them: chmod 600 ~/.ssh/id_rsa* Similarly, ensure the remote ~/.ssh/authorized_keys file is chmod 600 also: chmod 600 ~/.ssh/authorized_keys Then, when you do ssh remote.machine , it should ask you for the key's password, not the remote machine. To make it nicer to use, you can use ssh-agent to hold the decrypted keys in memory - this means you don't have to type your keypair's password every single time. To launch the agent, you run (including the back-tick quotes, which eval the output of the ssh-agent command) `ssh-agent` On some distros, ssh-agent is started automatically. If you run echo $SSH_AUTH_SOCK and it shows a path (probably in /tmp/) it's already setup, so you can skip the previous command. Then to add your key, you do ssh-add ~/.ssh/id_rsa and enter your passphrase. It's stored until you remove it (using the ssh-add -D command, which removes all keys from the agent)","9095","108"
"1005","When you go into insert mode on a file you need sudo access to edit, you get a status message saying -- INSERT -- W10: Warning: Changing a readonly file If I miss that, generally I do :w ~/edited_blah.tmp :q ..then.. sudo "cat edited_blah.tmp > /etc/blah" ..or.. sudo mv edited_blah.tmp /etc/blah There's probably a less roundabout way to do it, but it works.","9113","3"
"5078","One thing you should be sure to consider is what ports are open to the world. I personally just open port 22 for SSH and port 123 for ntpd. But if you open port 80 (http) or ftp make sure you learn to know at least what you are serving to the world and who can do what with that. I don't know a lot about ftp, but there are millions of great Apache tutorials just a Google search away.","9195","2"
"74993","As many as you can afford to, and can then graph/understand/look at the results. Monitoring resources is useful for not only capacity planning, but anomaly detection, and anomaly detection significantly helps your ability to detect security events. You have a decent start with your basic graphs. I'd want to also monitor the number of threads, number of connections, network I/O, disk I/O, page faults (arguably this is related to memory usage), context switches. I really like munin for graphing things related to hosts.","75024","6"
"38288","Without a home directory sudo useradd myuser With home directory sudo useradd -m myuser Then set the password sudo passwd myuser Then set the shell sudo usermod -s /bin/bash myuser","38289","141"
"38288","There's basicly 2 commands to do this... useradd adduser (which is a frendlier front end to useradd) You have to run them has root. Just read their manuals to find out how to use them.","38296","17"
"74993","In addition to top and auth.log, I often look at mtop, and enable mysql's slowquerylog and watch mysqldumpslow. I also use Nagios to monitor CPU, Memory, and logged in users (on a VPS or dedicated server). That last lets me know when someone other than me has logged in.","75036","0"
"74993",""df -h" to make sure that no partition runs full which can lead to all kinds of funky problems, watching the syslog is of course also useful, for that I recommend installing "logwatch" ( Logwatch Website ) on your server which sends you an email if weird things start showing up in your syslog.","75054","1"
"87758","dd if=/dev/floppy0 of=animage.bin conv=noerror","89689","0"
"89745","I'm not sure that can be found in /proc . You could try using the getuid() function or the $USER environment variable.","89763","3"
"89745","Why not just use " id -u "?","89765","6"
"89745","Most likely, you either want to check the $USER environment variable. Other options include getuid and id -u , but searching /proc is certainly not the best method of action.","89778","1"
"89745","As far as I know, /proc is specific to Linux, it's not in UNIX in general. If you really just want the current UID, use the getuid() or geteuid() function. If you know you'll be on Linux only, you can explore the hierarchy under /proc/self/* , it contains various information about the current process. Remember that /proc is "magical", it's a virtual filesystem the kernel serves and the contents is dynamically generated at the point you request it. Therefore it can return information specific for the current process. For example, try this command: cat /proc/self/status","89788","3"
"89745","In /proc/ process_id /status (at least on Linux) you'll find a line like this: Uid: 1000 1000 1000 1000 This tells you the uid of the user under whose account the process is running. However, to find out the process id of the current process you would need a system call, and then you might as well call getuid to get the uid directly. Edit: ah, /proc/self/status ... learning something new every day!","89797","1"
"89745","You actually want /proc/self/status , which will give you information about the currently executed process. Here is an example: $ cat /proc/self/status Name: cat State: R (running) Tgid: 17618 Pid: 17618 PPid: 3083 TracerPid: 0 Uid: 500 500 500 500 Gid: 500 500 500 500 FDSize: 32 Groups: 10 488 500 VmPeak: 4792 kB VmSize: 4792 kB VmLck: 0 kB VmHWM: 432 kB VmRSS: 432 kB VmData: 156 kB VmStk: 84 kB VmExe: 32 kB VmLib: 1532 kB VmPTE: 24 kB Threads: 1 SigQ: 0/32268 SigPnd: 0000000000000000 ShdPnd: 0000000000000000 SigBlk: 0000000000000000 SigIgn: 0000000000000000 SigCgt: 0000000000000000 CapInh: 0000000000000000 CapPrm: 0000000000000000 CapEff: 0000000000000000 Cpus_allowed: 00000003 Mems_allowed: 1 voluntary_ctxt_switches: 0 nonvoluntary_ctxt_switches: 3 You probably want to look at the first numbers on the Uid and Gid lines. You can look up which uid numbers map to what username by looking at /etc/passwd , or calling the relevant functions for mapping uid to username in whatever language you're using. Ideally, you would just call the system call getuid() to look up this information, doing it by looking at /proc/ is counterproductive.","89802","8"
"74993","Beware the afore-mentioned slowquerylog in mysql. It should only be used when trying to figure out why some queries are slow. It has the side-effect of making ALL your queries slow while it's enabled. :P It's intended for debugging, not logging. Think 'passive monitoring' whenever possible. For instance, sniff the network traffic rather than monitor it from your server -- have another machine watch the packets fly back and forth and record statistics about them. (By the way, that's one of my favorites -- if you watch connections being established and note when they end, you can find a lot of data about slow queries or slow anything else, without putting any load on the server you care about.)","87035","1"
"38362","Any DVCS would likely work fine. My favorite is Bazaar . It would be easiest to keep your config files in .config, version that, and then symlink as appropriate. A benefit of DVCS is that you can version the per-machine config files as well, without interfering with versioning global configs.","38367","4"
"38362","Version control software isn't really great for home directories. Worse, some software doesn't really like the .svn folders or starts to interpret their contents. You could of course try to fix this with some very complex mirroring setup, but that's hard.","38376","0"
"38362","I've had the same problem, and built a tool on top of Subversion that adds permission, ownership and secontext tracking, keeps the .svn directories out of the actually versioned trees, and adds a concept of layers so you can for example track all your config related to development, which you then only check out on machines you use for developing. This has helped me organize my settings much better across the 50+ machines I log into. Here's the project page . It's still a little rough around the edges, but we also use it at work to version system configuration for our 60+ servers. In general, any version control system that uses some sort of metadata files to track stuff is going to cause you pain as is when actually using it.","38381","2"
"38362","Here's a Mozilla developer that's tried to do this: Version controlling my home dir , there's a couple of suggestions in the comments.","38393","0"
"33117","So, just as a final update for anyone reading this later - the tool I ended up using was "livecd-creator". My reason for choosing this tool was that it is available for RedHat-based distributions like CentOs, Fedora and RHEL - which are all distributions that my company supports already. In addition, while the project is very poorly documented it is extremely customizable. I was able to create a minimal LiveCD and edit the boot sequence so that it booted directly into the firmware updater instead of a bash shell. The whole job would have only taken an hour or two if there had been a README explaining the configuration file!","43658","1"
"90203","Generally optimization levels higher than -O2 (just -O3 for gcc but other compilers have higher ones) include optimizations that can increase the size of your code. This includes things like loop unrolling, lots of inlining, padding for alignment regardless of size, etc. Other compilers offer vectorization and inter-procedural optimization at levels higher than -O3 , as well as certain optimizations that can improve speed a lot at the cost of correctness (e.g., using faster, less accurate math routines). Check the docs before you use these things. As for performance, it's a tradeoff. In general, compiler designers try to tune these things so that they don't decrease the performance of your code, so -O3 will usually help (at least in my experience) but your mileage may vary. It's not always the case that really aggressive size-altering optimizations will improve performance (e.g. really aggressive inlining can get you cache pollution).","90228","14"
"90203","I found a web page containing some information about the different optimization levels. One thing a remember hearing somewhere is that optimization might actually break your program and that can be an issue. But I'm not sure how much of a an issue that is any longer. Perhaps todays compilers are smart enough to handle those problems.","90235","3"
"90203","Yes, a higher level can sometimes mean a better performing program. However, it can cause problems depending on your code. For example, branch prediction (enabled in -O1 and up) can break poorly written multi threading programs by causing a race condition. Optimization will actually decide something that's better than what you wrote, which in some cases might not work. And sometimes, the higher optimizations (-O3) add no reasonable benefit but a lot of extra size. Your own testing can determine if this size tradeoff makes a reasonable performance gain for your system. As a final note, the GNU project compiles all of their programs at -O2 by default , and -O2 is fairly common elsewhere.","90252","14"
"33117","Creating Your Own Custom Ubuntu 7.10 Or Linux Mint 4.0 Live-CD With Remastersys","33133","2"
"40317","If the NFS server disappeared and you can't get it back online, one trick that I use is to add an alias to the interface with the IP of the NFS server (in this example, 192.0.2.55). Linux The command for that is something roughly like: ifconfig eth0:fakenfs 192.0.2.55 netmask 255.255.255.255 Where 192.0.2.55 is the IP of the NFS server that went away. You should then be able to ping the address, and you should also be able to unmount the filesystem (use unmount -f). You should then destroy the aliased interface so you no longer route traffic to the old NFS server to yourself with: ifconfig eth0:fakenfs down FreeBSD and similar operating systems The command would be something like: ifconfig em0 alias 192.0.2.55 netmask 255.255.255.255 And then to remove it: ifconfig em0 delete 192.0.2.55 man ifconfig(8) for more!","64180","78"
"88","Reading the RDTSC is not reliable in SMP systems, since each CPU maintains their own counter and each counter is not guaranteed to by synchronized with respect to another CPU. I might suggest trying clock_gettime(CLOCK_REALTIME) . The posix manual indicates that this should be implemented on all compliant systems. It can provide a nanosecond count, but you probably will want to check clock_getres(CLOCK_REALTIME) on your system to see what the actual resolution is.","14807","3"
"88","You may be interested in Linux FAQ for clock_gettime(CLOCK_REALTIME)","14817","14"
"40317","Your NFS server disappeared. Ideally your best bet is if the NFS server comes back. If not, the "umount -f" should have done the trick. It doesn't ALWAYS work, but it often will. If you happen to know what processes are USING the NFS filesystem, you could try killing those processes and then maybe an unmount would work. Finally, I'd guess you need to reboot. Also, DON'T soft-mount your NFS drives. You use hard-mounts to guarantee that they worked. That's necessary if you're doing writes.","64264","4"
"28588","You might also look into setting up your own site as a delegate for another OpenID provider. That way, you can use your own custom URL, but not worry about security and maintenance as mentioned already. However, it's not very difficult, so it may not meet your criteria :) As an example, you would add this snippet of HTML to the page at your desired OpenID URL if you are using ClaimID as the OpenID provider: So when OpenID clients access your URL, they "redirect" themselves to the actual provider.","35659","10"
"15816","On the other hand, if there's a way to move an existing window from one X-server to another, that might solve the problem. I think you can use xmove to move windows between two separate x-servers. So if it works, this should at least give you a way to do what you want albeit not as easily as changing the resolution.","16126","1"
"2898","Try Scribes . It tries to be a TextMate replacement for Linux. 2020 edit: forgotten in the mists of history","72354","17"
"33117","Depends on your distro. Here's a good article you can check out from LWN.net There is a book I used which covers a lot of distros, though it does not cover creating a flash-bootable image. The book is Live Linux(R) CDs: Building and Customizing Bootables . You can use it with supplemental information from your distro of choice.","33171","1"
"2898","I've used Emacs for 20 years. It's great and it works everywhere. I also have TextMate, which I use for some things on the Mac (HTML mode is great). If you want to do Ruby development, Netbeans supports Ruby and it also runs on all platforms. http://www.netbeans.org/features/ruby/index.html I've seen some blogs, etc claiming that it's the best Ruby environment available.","49079","1"
"66606","% sudo apt-get install apache2-utils The command-not-found package in Ubuntu provides some slick functionality where if you type a command that can't be resolved to an executable (or bash function or whatever) it will query your apt sources and find a package that contains the binary you tried to execute. So, in this case, I typed ab at the command prompt: % ab The program 'ab' is currently not installed. You can install it by typing: sudo apt-get install apache2-utils bash: ab: command not found","66617","131"
"102382","Depending on which shell you use, you can set different profiles for login shells and mere regular new shells. In general you want to start ssh-agent for login shells, but not for every subshell. In bash these files would be .bashrc and .bash_login , for example. Most desktop linuxes these days run ssh-agent for you. You just add your key with ssh-add, and then forward the keys over to remote ssh sessions by running ssh -A","106720","0"
"102382","You can do: ssh-agent $SHELL This will cause ssh-agent to exit when the shell exits. They still won't be shared across sessions, but at least they will go away when you do.","106727","2"
"75340","Try the "libxslt-ruby" gem. It depends on the "libxmlr-ruby" bindings for libxml library, which you probably already have installed if you're developing on Linux.","75504","1"
"14911","I sounds like FPDF might be of help... Also, the creation of PDF documents is called "PDF printing". I believe that might help you find other resources.","14916","1"
